,f0,f1,f2,Chemical No
0,-0.580870430347878,-1.231764468298089,-2.10351104893288,1.0
1,-0.9362646842745256,0.4392379090326142,-0.36589931252912483,1.0
2,1.4374953768798733,0.9107504159772554,1.0856296586227143,0.0
3,-0.9786907046018559,0.04929883964348682,-0.4603385939602405,1.0
4,-0.7286842785066523,-0.059772223450677175,-1.0051728122080192,1.0
5,-1.7442924184637099,-1.617411050079721,-0.009620049074919477,1.0
6,1.1629858814790182,0.11163185042338093,1.4133753965819202,0.0
7,-0.7694296689617,-0.11944559156278742,-0.8943434141335477,1.0
8,1.5073669747964,1.2692506226297477,1.3350288446855265,0.0
9,1.0341502219729382,0.768983220517702,0.5597263476475585,0.0
10,1.1432036192205683,-0.4940579109388794,0.7443781230049891,0.0
11,-1.0989835964652022,-0.802124913848867,-0.5837855413464189,1.0
12,-0.4342589774430047,-0.43573443701376263,-1.9309634832044413,1.0
13,-0.7904184927673996,0.2645124769501707,-0.5118459246774599,1.0
14,0.23268031037438136,1.7236406740451697,-0.8536999024515872,1.0
15,0.6720002841115565,-0.17087452139246084,0.8247823848224999,0.0
16,0.18868032045173438,0.5881832877449703,-2.214045547783671,1.0
17,0.8721205471821498,-0.17340760693067758,0.9536881388592938,0.0
18,-0.69569640666324,0.9891877127028077,0.06414392495049588,1.0
19,-0.20499340742764238,-0.5497701656030071,0.30555872920189486,0.0
20,-1.178680317337611,0.0953403195510311,0.2180679864390184,1.0
21,0.41741761996589316,-1.3721210577773433,0.9525077410986061,0.0
22,-1.5174756378149512,-1.417000211715993,-0.3529329985212947,1.0
23,0.6343086295000716,0.25589368524944756,0.49947598706975666,0.0
24,-0.9347611200854115,-0.6893283518156642,-1.0880847384002545,1.0
25,-1.034702999676805,-0.43668439184286756,-1.1844490487152948,1.0
26,-0.7769279383294706,-2.4914640647929973,-0.03389685505203676,0.0
27,0.8159245291962719,0.5254446058474773,1.2126108785255565,0.0
28,1.874551804392097,1.1853988004415144,1.3614931305645082,0.0
29,-0.5637360918138042,0.7586676261053602,-0.5925031362324994,1.0
30,-1.2545253733200172,-0.6625607270594213,-0.9270519195210218,1.0
31,-0.679288358085531,-0.7970528236487006,-1.692254950803264,1.0
32,-1.6050564129359828,-0.7685413328268862,0.08744762040061688,1.0
33,1.5885117490403444,1.215752744402776,0.7533183359094527,0.0
34,1.714405164130079,1.6279453714679202,0.892811124628902,0.0
35,0.9799898505270844,0.8007491634369317,0.6331251609844704,0.0
36,-1.3951151582505563,-1.2583668107489883,-0.924950241009188,1.0
37,-0.1406278461187072,-1.2488812060611738,0.2837252510795808,0.0
38,1.1533392700903857,0.6768467667036998,1.3277400501709504,0.0
39,0.16124691896607674,-1.2564358057612066,0.7240839096357804,0.0
40,-0.8874036672354016,-0.3405043147959758,-1.2408567350191462,1.0
41,0.11116312133928848,-1.6267437345710964,0.766355806773492,0.0
42,0.17402898848535744,-1.045092043249639,0.42518013872258187,0.0
43,0.5637115261745763,-0.6754285214110799,0.5721557139217193,0.0
44,-0.2528868104037766,-1.9357083860172026,0.5200269274853613,0.0
45,-1.056529785461871,-0.2588651660927256,-0.4712807407963886,1.0
46,0.008253184658734841,-0.4173506533859771,0.2750283252446761,0.0
47,-0.10722954914919527,-1.4618411630640837,0.4088334595170488,0.0
48,0.9488904736557066,1.0916279022160782,0.6586339208809799,0.0
49,-0.3591101178060933,0.964735235459198,-0.9341902876851748,1.0
50,-0.3665715628185205,0.3122062111250858,-0.7532489696234781,1.0
51,-1.0490723807277464,0.3819875319249156,-0.06730792177553267,1.0
52,-0.8753208827344168,0.26384002764246123,-0.3884121236979135,1.0
53,-0.81636560345897,-0.850157416119497,-1.3420864098353062,1.0
54,-0.08066928865326073,-1.5385834096156341,0.8915970802617005,0.0
55,0.02349440810106689,-0.9487163162556498,0.570733759907787,0.0
56,1.593346723434661,0.5365382421793956,1.3737816133184801,0.0
57,-0.2804518821643362,1.1296483235826187,-0.7988150936651984,1.0
58,-0.7960192259155676,-2.2757426847853135,0.0195374855815117,0.0
59,1.2741039081152685,0.1374521172427654,1.152412121948405,0.0
